,Name,Location,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,age,CNG,Diesel,Electric,LPG,Petrol,Automatic,Manual
1800,Maruti Wagon R VXI,Pune,61000,18.9,998.0,67.1,5.0,,2.9,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1801,Tata Nano Lx BSIV,Kochi,4187,26.0,624.0,35.0,4.0,,1.38,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1802,Skoda Laura 1.8 TSI Ambiente,Bangalore,46000,13.4,1798.0,157.8,5.0,,5.5,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1803,Volkswagen Polo GT TSI,Mumbai,28000,17.21,1197.0,103.5,5.0,11.26 Lakh,7.25,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1804,Hyundai Verna 1.6 SX,Coimbatore,83558,22.32,1582.0,126.32,5.0,,6.98,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1805,Tata Bolt Quadrajet XE,Hyderabad,40000,22.95,1248.0,74.0,5.0,7.43 Lakh,5.25,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1806,Hyundai EON D Lite Plus,Kolkata,36000,21.1,814.0,55.2,5.0,,1.95,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1807,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,21000,17.11,1968.0,174.33,5.0,,24.5,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1808,Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,62162,12.99,2494.0,100.0,7.0,,8.31,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1809,Mercedes-Benz M-Class ML 350 CDI,Hyderabad,83000,11.74,2987.0,254.8,5.0,,36.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1810,Hyundai Xcent 1.1 CRDi S,Pune,58000,24.4,1120.0,71.0,5.0,,5.5,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1811,Honda Accord 2.4 AT,Kochi,62332,11.7,2354.0,177.6,5.0,,5.89,13,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1812,Volkswagen Vento 1.5 TDI Highline,Kochi,50867,20.34,1498.0,103.2,5.0,,7.95,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1813,Hyundai i20 Sportz Petrol,Mumbai,73000,17.0,1197.0,80.0,5.0,,2.75,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1814,Hyundai Elantra CRDi SX,Jaipur,98008,22.7,1582.0,126.24,5.0,,6.25,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1815,Ford Figo Diesel Titanium,Hyderabad,36000,20.0,1399.0,68.05,5.0,,4.95,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1816,Hyundai i20 1.2 Magna Executive,Kochi,27339,18.6,1197.0,81.83,5.0,,6.27,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1817,Hyundai Verna 1.6 CRDi SX,Kolkata,25000,23.9,1582.0,126.2,5.0,,8.65,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1818,Hyundai Grand i10 Asta,Kolkata,37000,18.9,1197.0,82.0,5.0,,3.5,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1819,Audi Q5 2.0 TDI,Hyderabad,56000,14.16,1968.0,174.3,5.0,,35.0,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1820,Maruti Swift Dzire ZXi,Kolkata,27000,17.5,1298.0,85.8,5.0,,4.45,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1821,Hyundai i20 Magna,Kolkata,37000,18.5,1197.0,80.0,5.0,,2.65,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,10500,25.32,1198.0,77.0,5.0,,4.7,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1823,Hyundai Elantra 1.6 SX Option AT,Ahmedabad,49000,18.23,1582.0,126.2,5.0,22.43 Lakh,8.9,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1824,Jeep Compass 2.0 Limited Option Black,Mumbai,7000,17.1,1956.0,170.0,5.0,24.02 Lakh,17.45,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1825,Maruti Vitara Brezza VDi Option,Coimbatore,71256,24.3,1248.0,88.5,5.0,,9.58,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1826,Toyota Corolla Altis 1.8 GL,Kochi,83184,14.28,1798.0,138.03,5.0,21.69 Lakh,6.22,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1827,Mahindra XUV500 W8 2WD,Kolkata,87284,15.1,2179.0,140.0,7.0,,7.8,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1828,BMW X1 xDrive 20d xLine,Mumbai,7000,20.68,1995.0,190.0,5.0,,27.75,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1829,Hyundai i20 Magna 1.4 CRDi,Pune,29000,22.54,1396.0,88.73,5.0,,7.0,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1830,Mercedes-Benz GLE 350d,Coimbatore,33552,11.57,2987.0,254.79,5.0,95.13 Lakh,64.87,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1831,Chevrolet Cruze LTZ,Bangalore,64000,17.3,1998.0,163.7,5.0,,6.5,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1832,Hyundai i20 1.2 Magna,Jaipur,82000,18.5,1197.0,80.0,5.0,,2.7,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1833,Honda Brio S MT,Mumbai,70000,19.4,1198.0,86.8,5.0,,2.5,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1834,Nissan Evalia 2013 XL,Hyderabad,166194,19.3,1461.0,84.8,7.0,,3.9,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1835,Volkswagen Polo Petrol Trendline 1.2L,Delhi,58000,16.47,1198.0,73.9,5.0,,3.95,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1836,Hyundai i10 Sportz 1.2,Chennai,77000,20.36,1197.0,78.9,5.0,,2.1,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1837,Chevrolet Cruze LTZ AT,Pune,73204,18.1,1991.0,147.9,4.0,,3.5,15,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1838,Hyundai i10 Era,Hyderabad,70000,19.81,1086.0,68.05,5.0,,2.0,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1839,Maruti Ertiga VDI,Delhi,79870,20.77,1248.0,88.76,7.0,,5.35,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1840,Honda Amaze S i-Dtech,Delhi,90000,25.8,1498.0,98.6,5.0,,3.8,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1841,Mercedes-Benz A Class A180 Sport,Mumbai,17000,15.5,1595.0,122.0,5.0,34.63 Lakh,17.25,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1842,Hyundai Grand i10 1.2 Kappa Magna,Kochi,46493,18.9,1197.0,81.86,5.0,6.32 Lakh,5.53,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1843,Hyundai i10 Sportz 1.2,Pune,68000,20.36,1197.0,78.9,5.0,,1.95,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1844,Maruti Swift DDiS ZDI Plus,Hyderabad,2000,28.4,1248.0,74.0,5.0,,8.2,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1845,Honda City 1.3 EXI,Pune,140000,13.0,1343.0,90.0,5.0,,0.9,25,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1846,Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,255000,12.99,2494.0,100.6,7.0,,6.5,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1847,Mini Cooper Countryman D High,Coimbatore,45535,23.8,1998.0,112.0,5.0,,19.41,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1848,Fiat Linea T-Jet Active,Coimbatore,39228,15.7,1368.0,112.4,5.0,,6.58,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1849,Chevrolet Aveo 1.4 LT,Mumbai,57000,14.49,1399.0,92.7,5.0,,2.1,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1850,Hyundai i10 Era 1.1,Chennai,85445,19.81,1086.0,68.05,5.0,,2.0,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1851,Hyundai Xcent 1.1 CRDi Base,Delhi,54000,24.4,1120.0,71.0,5.0,,3.7,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1852,Maruti Celerio VXI AT,Mumbai,53000,23.1,998.0,67.04,5.0,,3.8,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1853,Hyundai i10 Sportz,Jaipur,60000,20.36,1197.0,78.9,5.0,,3.25,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1854,Renault Duster 85PS Diesel RxL,Coimbatore,65668,19.87,1461.0,83.8,5.0,,5.53,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1855,BMW 3 Series 320d,Ahmedabad,100000,22.69,1995.0,190.0,5.0,43.31 Lakh,10.9,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1856,Hyundai Grand i10 Sportz,Kolkata,1800,18.9,1197.0,82.0,5.0,,5.1,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1857,Hyundai Santro DX,Hyderabad,96000,0.0,999.0,,5.0,,2.2,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1858,Chevrolet Spark 1.0 LS,Pune,44200,18.0,995.0,62.0,5.0,,1.6,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1859,Honda City i VTEC VX Option,Ahmedabad,14000,17.4,1497.0,117.3,5.0,,11.25,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1860,Volkswagen Vento Diesel Highline,Chennai,720000,20.54,1598.0,103.6,5.0,,5.9,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1861,Toyota Fortuner 4x2 4 Speed AT,Delhi,73000,11.5,2982.0,169.0,7.0,,14.4,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1862,Honda City 1.5 S MT,Delhi,68000,17.0,1497.0,118.0,5.0,,3.6,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1863,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,19543,18.12,1995.0,190.0,5.0,,40.5,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1864,Audi Q5 30 TDI quattro Premium Plus,Bangalore,38000,14.16,1968.0,174.3,5.0,,38.95,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1865,Maruti Ritz LDi,Delhi,32805,23.2,1248.0,73.94,5.0,,3.6,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1866,Volkswagen Vento 1.5 TDI Highline AT,Kochi,44782,21.21,1498.0,103.2,5.0,,7.12,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1867,Honda City i DTEC SV,Kochi,55700,26.0,1498.0,98.6,5.0,,7.52,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1868,Audi A4 New 2.0 TDI Multitronic,Delhi,60000,15.2,1968.0,140.8,5.0,,10.35,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1869,Skoda Rapid 1.6 MPI Elegance,Hyderabad,56000,15.0,1598.0,103.52,5.0,,7.0,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1870,Toyota Fortuner 3.0 Diesel,Delhi,60000,11.5,2982.0,171.0,7.0,,10.85,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1871,Chevrolet Optra Magnum 2.0 LT BS3,Mumbai,78563,16.52,1991.0,123.7,5.0,,2.35,14,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1872,Maruti Eeco 7 Seater Standard,Mumbai,34669,15.1,1196.0,73.0,7.0,4.71 Lakh,2.9,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1873,Maruti Ciaz ZXi,Delhi,17000,20.73,1373.0,91.1,5.0,,7.65,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1874,Maruti Ciaz VDi Plus SHVS,Delhi,66000,28.09,1248.0,88.5,5.0,,6.4,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1875,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Pune,102418,12.99,2494.0,100.6,7.0,,10.1,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1876,Maruti Swift Dzire VXI,Kolkata,48800,19.1,1197.0,85.8,5.0,,4.25,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1877,Toyota Innova Crysta 2.8 GX AT,Kochi,10601,11.36,2755.0,171.5,7.0,20.74 Lakh,19.65,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1878,Tata Indica V2 eLX,Pune,8200,25.0,1396.0,69.0,5.0,,4.4,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1879,Hyundai i20 Magna,Jaipur,100000,18.5,1197.0,82.85,5.0,,3.25,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1880,Ford Fiesta 1.4 Duratorq ZXI,Pune,78000,17.8,1399.0,68.0,5.0,,2.8,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1881,Chevrolet Enjoy 1.3 TCDi LS 8,Kolkata,50000,18.2,1248.0,73.74,8.0,,4.3,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1882,Ford Fiesta 1.4 Duratorq EXI,Chennai,89327,17.8,1399.0,68.0,5.0,,1.55,18,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1883,Honda CR-V 2.4 MT,Chennai,98000,10.8,2354.0,152.0,5.0,,4.7,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1884,Honda Jazz 1.2 VX i VTEC,Kochi,24700,18.7,1199.0,88.7,5.0,,7.07,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1885,Mercedes-Benz GLS 350d Grand Edition,Delhi,6000,11.0,2987.0,258.0,7.0,1.02 Cr,79.0,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1886,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,9434,18.9,1197.0,81.86,5.0,6.71 Lakh,5.75,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1887,Maruti Ritz VXi,Mumbai,29000,18.5,1197.0,85.8,5.0,,3.25,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1888,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,22440,22.0,1498.0,108.495,5.0,,8.89,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1889,Honda City i VTEC SV,Mumbai,73070,17.4,1497.0,117.3,5.0,,5.9,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1890,Honda Jazz 1.2 S i VTEC,Kolkata,21771,18.7,1199.0,88.7,5.0,,4.95,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1891,Maruti Swift Ldi BSIV,Delhi,62000,17.8,1248.0,75.0,5.0,,3.75,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1892,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,37024,17.01,1582.0,126.2,5.0,,10.97,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1893,Audi A7 2011-2015 3.0 TDI Quattro,Kochi,60336,14.4,2967.0,241.4,5.0,,24.94,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1894,Hyundai EON D Lite Plus,Kolkata,26008,21.1,814.0,55.2,5.0,,1.97,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1895,Ford Figo Diesel EXI,Jaipur,90000,20.0,1399.0,68.0,5.0,,1.4,14,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1896,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,35569,17.0,1198.0,73.75,5.0,8.68 Lakh,7.27,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1897,Renault Scala Diesel RxL,Kolkata,40000,21.64,1461.0,84.8,5.0,,4.0,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1898,Honda Jazz 1.2 V i VTEC,Kolkata,45000,18.7,1199.0,88.7,5.0,,4.75,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1899,Hyundai i20 1.2 Sportz,Delhi,42000,17.0,1197.0,80.0,5.0,,5.1,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1900,Audi A4 3.0 TDI Quattro Premium,Coimbatore,46913,14.94,2967.0,241.4,5.0,,16.11,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1901,Mahindra Ssangyong Rexton RX7,Delhi,62000,11.18,2696.0,184.0,7.0,,10.55,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1902,Toyota Fortuner 2.8 2WD AT,Ahmedabad,15000,12.9,2755.0,174.5,7.0,34.45 Lakh,30.0,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1903,Skoda Octavia Classic 1.9 TDI MT,Kolkata,69000,18.7,1896.0,66.0,5.0,,1.6,22,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1904,Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,41367,15.8,2148.0,170.0,5.0,,18.49,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1905,Maruti Ciaz 1.4 Zeta,Kochi,15982,20.73,1373.0,91.1,5.0,,9.96,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1906,Maruti Swift ZDi,Hyderabad,99595,22.9,1248.0,74.0,5.0,,4.75,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1907,Toyota Qualis FS B3,Bangalore,63000,13.1,2446.0,75.0,10.0,,3.65,22,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1908,BMW 5 Series 2007-2010 525d Sedan,Delhi,49000,16.73,2495.0,218.0,5.0,,15.5,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1909,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,48272,10.5,2835.0,116.9,6.0,,11.82,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1910,Toyota Corolla H2,Delhi,63000,13.4,1794.0,125.0,5.0,,2.05,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1911,Maruti Wagon R LXI CNG,Ahmedabad,77000,21.014000000000003,998.0,58.16,5.0,,3.3,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1912,Maruti Omni E MPI STD BS IV,Mumbai,11734,16.8,796.0,34.2,8.0,,2.25,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1913,Audi A6 2011-2015 2.0 TDI,Kochi,62012,17.68,1968.0,174.33,5.0,,20.12,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1914,Hyundai Xcent 1.2 Kappa S Option CNG,Chennai,46000,19.75,1197.0,81.86,5.0,,4.95,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1915,Honda Jazz 1.5 S i DTEC,Coimbatore,45449,27.3,1498.0,98.6,5.0,,7.48,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1916,Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,85000,10.5,1796.0,157.7,5.0,,5.5,20,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1917,Honda City 1.5 EXI,Jaipur,88000,13.0,1493.0,100.0,,,1.7,19,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1918,Audi A4 2.0 TDI,Kochi,45330,16.55,1968.0,147.51,5.0,,13.19,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1919,Maruti Swift Dzire VXI,Mumbai,88000,19.1,1197.0,85.8,5.0,,3.85,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1920,Maruti Dzire VDI,Delhi,45376,28.4,1248.0,73.75,5.0,8.58 Lakh,5.75,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1921,Mahindra XUV500 W8 4WD,Pune,81000,15.1,2179.0,140.0,7.0,,9.0,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1922,Chevrolet Beat LT,Kochi,83381,18.6,1199.0,79.4,5.0,,2.21,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,78526,23.0,1498.0,98.96,5.0,12.67 Lakh,8.09,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1924,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,27313,14.69,2993.0,258.0,5.0,,48.63,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1925,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,42747,14.16,1968.0,174.3,5.0,,39.47,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1926,BMW X1 sDrive 20d xLine,Coimbatore,42265,20.68,1995.0,190.0,5.0,48.18 Lakh,22.24,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1927,Hyundai i10 Magna AT,Mumbai,21000,19.2,1197.0,80.0,5.0,,2.6,15,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1928,Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,55100,17.01,1582.0,126.2,5.0,,12.0,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1929,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,70000,17.11,1968.0,174.33,5.0,,18.0,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1930,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,55000,10.13,3498.0,364.9,5.0,,9.99,17,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1931,Hyundai i10 Magna,Kolkata,58235,20.36,1197.0,78.9,5.0,,2.45,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1932,Ford EcoSport 1.5 Diesel Titanium,Mumbai,26000,23.0,1498.0,98.96,5.0,11.89 Lakh,8.99,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1933,Volkswagen Vento Diesel Highline,Kolkata,35000,20.54,1598.0,103.6,5.0,,3.15,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1934,Maruti Dzire ZDI Plus,Jaipur,24000,28.4,1248.0,73.75,5.0,10.48 Lakh,8.2,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1935,Mahindra Scorpio 1.99 S10,Ahmedabad,98000,15.4,1997.0,120.0,7.0,,11.5,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1936,Hyundai i20 Asta 1.4 CRDi,Coimbatore,44487,22.54,1396.0,88.73,5.0,,7.3,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1937,Maruti Alto LXi,Chennai,65000,19.7,796.0,46.3,5.0,,1.59,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1938,Hyundai i10 Magna,Delhi,34951,20.36,1197.0,78.9,5.0,,3.15,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1939,Mahindra Scorpio S6 7 Seater,Kolkata,52373,15.4,2179.0,120.0,7.0,,8.5,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1940,Skoda Fabia 1.2L Diesel Classic,Hyderabad,66285,19.5,1199.0,75.0,5.0,,3.0,14,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1941,BMW X5 xDrive 30d,Mumbai,66000,15.3,2993.0,258.0,5.0,,21.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1942,Honda Jazz 1.5 S i DTEC,Hyderabad,43000,27.3,1498.0,98.6,5.0,,7.75,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1943,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,45200,10.0,2148.0,170.0,5.0,,23.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1944,Mahindra XUV500 AT W10 FWD,Mumbai,41000,16.0,2179.0,140.0,7.0,,13.75,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1945,Honda City i VTEC CVT SV,Kochi,39430,18.0,1497.0,117.3,5.0,,8.29,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1946,Maruti Swift VDI,Coimbatore,83274,22.9,1248.0,74.0,5.0,,5.79,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1947,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,32324,14.84,2143.0,170.0,5.0,,30.5,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1948,Honda City 1.5 S MT,Mumbai,49999,17.0,1497.0,118.0,5.0,,3.8,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1949,Tata Sumo EX,Bangalore,66000,15.3,2956.0,83.8,7.0,,4.45,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1950,Hyundai i20 Magna,Delhi,54000,18.5,1197.0,82.85,5.0,,3.3,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1951,Fiat Linea 1.3 Dynamic,Jaipur,80000,20.4,1248.0,91.2,5.0,,1.75,15,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1952,Honda Civic 2006-2010 1.8 V AT,Bangalore,72000,12.9,1799.0,130.0,5.0,,5.5,13,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1953,Hyundai Creta 1.6 SX Plus Diesel,Pune,44865,19.67,1582.0,126.2,5.0,,13.35,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1954,Audi A3 35 TDI Technology,Delhi,22000,20.38,1968.0,143.0,5.0,,22.5,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1955,Hyundai Verna VTVT 1.6 SX Option,Delhi,57478,17.0,1591.0,121.3,5.0,13.59 Lakh,5.25,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1956,Hyundai i20 1.4 CRDi Magna,Hyderabad,75000,21.9,1396.0,90.0,5.0,,3.75,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1957,Honda Mobilio S i DTEC,Kochi,50624,24.2,1498.0,98.6,7.0,,6.32,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1958,Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,75000,22.32,1582.0,126.32,5.0,,7.75,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1959,Ford Fiesta 1.6 ZXI Duratec,Chennai,87000,15.3,1596.0,101.0,5.0,,1.37,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1960,Hyundai i10 Sportz 1.2,Mumbai,62000,20.36,1197.0,78.9,5.0,,2.1,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1961,Maruti Vitara Brezza ZDi,Hyderabad,41372,24.3,1248.0,88.5,5.0,11.02 Lakh,9.3,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1962,Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,70000,12.99,2494.0,100.6,7.0,,12.0,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1963,Mercedes-Benz GLA Class 200 d Sport,Pune,35000,17.9,2143.0,136.0,5.0,41.94 Lakh,23.5,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1964,Maruti Alto LXi BSIII,Hyderabad,71993,19.7,796.0,46.3,5.0,,1.8,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1965,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,62000,14.84,2143.0,170.0,5.0,,12.5,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1966,Maruti Swift LDI,Delhi,51000,22.9,1248.0,74.0,5.0,,4.74,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
